month_day,n_years_with_data,tmax_record_high,tmax_record_high_years,tmax_record_low,tmax_record_low_years,tmean_record_high,tmean_record_high_years,tmean_record_low,tmean_record_low_years,tmin_record_high,tmin_record_high_years,tmin_record_low,tmin_record_low_years,precip_record_high,precip_record_high_years
08-25,146,28.7,1900,11.8,1905,24.0,1900,8.9,1973,19.0,1900,4.4,1983,40.7,1959
08-26,146,29.8,1892,10.9,1899,23.9,1892,7.9,1984,17.6,1913,4.1,1984,23.0,1899
08-27,146,29.8,1997,10.4,1893,23.7,1997,7.9,1984,17.3,1997,2.9,1973,62.3,1916
08-28,146,30.7,2022,8.7,1959,23.3,1997,8.2,1959,17.4,1965,4.0,1924,31.6,1941
08-29,146,25.4,"1942, 1944, 2019",10.1,1893,21.3,1997,5.8,1893,17.9,1997,1.3,1966,39.9,1904
08-30,146,27.4,1992,10.3,1884,20.8,2024,7.4,1884,17.3,1968,2.6,1893,25.0,2025
08-31,146,28.8,2024,9.5,1902,22.0,1938,8.0,1980,17.9,1938,2.6,1893,27.6,2022
09-01,146,30.4,1992,9.7,2022,22.1,1938,7.4,1906,18.6,2023,3.2,1993,28.2,1986
09-02,146,28.3,1963,9.3,1902,21.2,1938,8.2,"1902, 2003",16.8,1938,3.4,1972,31.9,2012
09-03,146,28.2,2024,9.7,1893,22.2,1938,6.8,1901,17.6,1995,2.7,1901,29.4,1912
09-04,146,28.2,2024,10.0,1916,21.3,1977,7.5,1901,18.0,1977,2.6,1901,22.9,1982
09-05,146,29.0,1968,8.9,1930,20.8,1968,6.5,1885,16.6,2018,2.3,1961,31.9,1882
09-06,146,27.5,1967,9.9,1930,21.9,1967,6.4,1896,17.5,1938,1.6,1961,14.2,1935
09-07,146,27.0,2018,8.7,1900,20.1,2025,5.9,1900,16.9,1967,1.5,1953,24.9,2008
09-08,146,26.4,1999,9.1,1930,20.0,1999,6.8,1896,16.1,1938,1.2,1896,25.8,1927
09-09,146,26.1,1883,8.3,1894,19.7,2024,6.7,1900,15.4,1957,2.8,1956,16.1,1952
09-10,146,27.1,1883,8.8,1966,20.9,2024,6.1,1966,15.9,"1967, 2024",1.4,1936,16.3,1922
09-11,146,26.7,1932,9.0,1930,20.2,1932,6.6,"1929, 1973",17.5,2024,2.0,1936,21.2,1932
09-12,146,25.6,2024,7.4,1889,21.5,2024,5.0,1889,17.9,2024,1.2,1935,21.2,1988
09-13,146,26.8,2024,7.7,1912,21.4,2024,5.6,"1889, 1944",17.1,2024,0.8,1893,21.0,2017
09-14,146,25.0,2024,7.4,1973,21.4,2024,5.0,1993,17.5,2024,1.9,1993,33.3,1908
09-15,146,26.6,1955,7.4,1977,20.1,2024,3.9,1952,16.5,2024,-0.1,1944,31.8,1978
09-16,146,25.6,1955,6.9,1968,20.0,1955,4.3,1894,16.7,1955,-0.9,1952,33.8,1912
09-17,146,26.3,2024,6.7,1894,18.6,2024,4.0,1894,14.6,2015,-1.5,1968,25.7,1919
09-18,146,22.7,2001,6.7,1893,17.6,2001,3.5,1969,14.4,2015,1.7,"1888, 1894",17.4,2017
09-19,146,23.6,2018,6.4,1969,16.8,2001,3.6,1969,14.1,2003,-0.7,1968,18.6,1983
09-20,146,23.7,1937,6.4,1915,17.4,2018,4.2,1894,14.6,2023,-1.6,1993,27.2,1883
09-21,146,23.6,1937,4.7,1881,18.2,2018,2.9,1881,16.1,2023,-2.4,1942,25.3,1883
09-22,146,22.6,2023,5.8,1881,18.7,2023,3.1,1881,14.8,2023,-0.9,1907,31.5,1997
09-23,146,25.3,2023,7.2,"1886, 1931",20.3,2023,2.6,1956,16.3,2023,-1.5,1956,24.2,2012
09-24,146,23.6,2020,5.5,1912,18.5,2020,1.9,1939,13.8,2023,-2.6,1956,24.8,2023
09-25,146,23.8,2024,3.0,1912,18.0,1925,1.2,1939,14.4,2015,-2.5,1939,29.8,1927
09-26,146,23.0,2020,3.6,1986,17.5,2020,1.5,1986,13.8,2024,-1.1,1966,23.5,1940
09-27,146,21.5,1917,4.8,1973,16.8,2020,1.4,1986,14.9,2024,-1.8,1906,16.5,1995
09-28,146,21.7,1947,5.0,1939,17.2,1947,1.7,1939,13.3,2006,-3.1,1976,19.9,1928
09-29,146,23.3,2023,4.1,1928,17.1,1981,1.2,1939,13.3,1981,-1.8,1888,13.8,1885
09-30,146,22.7,2007,5.2,1978,17.0,2023,1.7,"1902, 1976",14.8,2023,-2.8,1976,21.7,1890
10-01,146,20.2,2007,4.0,1902,15.4,2005,0.9,1902,12.9,1974,-1.4,"1902, 1931",27.3,1991
10-02,146,20.9,1974,2.9,1902,16.2,1889,1.4,"1916, 1939",13.4,1889,-1.7,1894,22.2,1953
10-03,146,21.0,1889,3.3,1916,15.4,1984,0.9,1903,13.5,1984,-2.8,1939,16.4,1899
10-04,146,19.9,1999,0.4,1912,16.0,1999,-0.8,1912,13.9,1966,-3.3,1959,28.3,1908
10-05,146,18.5,1889,3.3,1971,15.1,2020,0.7,1939,11.8,2006,-1.7,1939,14.9,1908
10-06,146,16.9,2020,2.7,1968,14.6,1909,0.6,1903,13.8,1909,-3.0,1986,19.8,1936
10-07,146,16.8,1943,1.2,1883,13.7,1935,-0.3,1883,12.8,2020,-2.6,1998,37.2,2003
10-08,146,18.4,1964,2.2,1890,13.7,2020,-0.7,1903,13.2,2020,-3.1,1946,23.3,1910
10-09,146,19.4,1896,2.5,1913,14.2,1896,-0.3,1903,12.8,2020,-3.6,1913,35.6,2002
10-10,146,17.3,1896,2.3,1941,14.5,1896,-0.3,1965,12.4,1896,-5.0,1947,28.1,1974
10-11,146,19.5,1896,1.1,1911,14.6,1896,-1.6,1965,11.9,1889,-4.9,1965,20.0,1997
10-12,146,16.7,1896,-0.4,1992,13.0,1896,-1.5,"1911, 1992",11.0,1933,-4.3,1945,18.2,1984
10-13,146,17.3,1889,1.2,1992,13.9,1889,-1.4,1992,10.7,1918,-4.5,1911,17.7,2000
10-14,146,18.2,1889,-0.1,1976,13.5,2018,-2.8,1992,11.9,1918,-6.4,1992,22.6,1938
10-15,146,19.1,2018,0.7,1941,13.9,2018,-1.4,2002,10.4,2018,-4.7,1937,22.8,1929
10-16,146,17.6,1907,-1.8,1902,14.0,1979,-3.6,1882,11.3,1979,-8.0,1882,18.7,1967
10-17,146,15.0,1907,-0.6,1894,12.5,1979,-2.8,1898,10.7,2018,-6.1,1882,18.0,2009
10-18,146,17.0,2018,-1.6,1898,12.9,1909,-4.3,1898,11.6,1909,-8.4,1898,20.7,1967
10-19,146,14.9,1944,0.2,1925,12.4,"1909, 1944",-3.2,1925,11.6,1909,-5.4,1928,14.6,1916
10-20,146,14.4,1944,-0.9,1894,12.8,1944,-3.2,1894,11.1,1944,-7.1,1945,19.5,2021
10-21,146,14.2,1944,-0.2,1894,11.8,"1909, 2021",-5.1,1903,9.4,1944,-7.3,1894,19.2,1959
10-22,146,14.7,1909,-2.1,1885,11.7,2024,-5.7,1882,9.9,2024,-8.3,1903,19.1,1900
10-23,146,13.8,2006,-2.7,1902,12.4,2006,-5.8,1882,11.4,2006,-8.3,1885,10.3,1974
10-24,146,15.6,2006,-3.8,1885,13.9,2006,-7.8,1885,11.8,2006,-12.0,1885,13.5,1923
10-25,146,15.6,2006,-5.5,1912,12.4,2006,-7.7,1912,8.8,1934,-11.5,1885,16.8,1934
10-26,146,12.5,2019,-5.6,1912,10.6,1937,-8.5,1912,9.6,1937,-9.7,1912,15.0,1999
10-27,146,14.5,1949,-5.0,1912,11.4,1949,-6.0,1912,9.3,1937,-9.8,1912,17.0,2019
10-28,146,14.1,1929,-6.1,1921,11.9,1929,-9.0,1921,10.1,1937,-9.8,1921,11.4,1983
10-29,146,13.6,2014,-6.7,1920,11.1,2022,-10.2,1920,9.7,"1967, 2022",-12.9,1920,21.8,1981
10-30,146,11.9,1959,-6.1,1920,9.7,1967,-8.5,1920,8.6,1967,-10.4,1920,17.2,2008
10-31,146,13.0,2008,-6.0,1881,10.5,2008,-6.8,"1881, 1920",8.0,2011,-12.7,1920,23.8,1984
11-01,146,11.7,2023,-4.8,1919,9.4,2000,-6.6,"1888, 1910",8.2,2000,-10.3,1910,27.9,2006
11-02,146,11.4,2011,-3.4,1960,10.1,2011,-6.9,1914,8.2,1962,-9.8,1888,16.3,2000
11-03,146,11.8,1967,-4.8,1976,10.2,1967,-6.8,1914,9.2,1962,-11.3,1914,11.9,2003
11-04,146,12.3,1967,-5.9,1976,11.7,1967,-9.7,1976,11.0,1967,-12.6,1976,16.6,1980
11-05,146,11.9,1930,-4.3,1888,10.7,1930,-10.7,1882,10.2,1930,-14.1,1882,20.2,1898
11-06,146,12.2,"1930, 1957",-4.5,2006,11.3,1930,-7.2,1920,10.2,1930,-10.6,1891,16.6,1894
11-07,146,11.2,1930,-5.9,1942,10.0,1967,-9.2,1942,9.0,1967,-12.7,1891,15.2,2014
11-08,146,10.4,1967,-9.1,1915,8.3,1899,-11.0,1915,7.2,1983,-13.0,1915,17.6,2016
11-09,146,10.6,2022,-9.5,1915,7.8,"1926, 1963",-11.5,1915,6.9,1963,-14.1,1915,23.8,1923
11-10,146,10.5,2022,-7.9,1921,9.9,2022,-10.9,1921,9.2,2022,-13.0,1921,12.2,2009
11-11,146,10.8,2008,-8.9,1998,9.5,2022,-11.2,1941,8.8,2022,-14.8,1921,31.0,2010
11-12,146,11.5,2022,-8.2,1998,10.1,2022,-10.7,1998,8.5,2022,-13.3,1921,13.9,1916
11-13,146,9.9,1969,-7.7,1961,8.0,2005,-9.5,1919,7.3,2005,-13.4,1908,17.8,2023
11-14,146,9.9,2019,-9.4,1919,9.1,2019,-10.3,1919,7.2,2019,-12.5,1921,9.5,1947
11-15,146,10.4,2010,-8.7,1919,7.5,1938,-12.0,1887,5.5,2005,-15.5,1887,23.1,2012
11-16,146,10.8,2010,-8.4,1951,7.8,2024,-11.2,1951,5.8,2018,-14.7,1951,25.3,1950
11-17,146,11.6,1895,-10.4,1998,8.5,1895,-12.0,1998,6.7,2018,-13.4,1998,11.9,1934
11-18,146,9.4,1911,-9.9,1998,7.4,1911,-12.3,1998,5.4,1934,-14.1,1998,13.2,1979
11-19,146,11.0,2020,-10.5,1993,10.1,2020,-12.8,1993,8.2,2020,-15.4,1890,15.8,1991
11-20,146,9.9,1996,-11.7,1993,7.5,1996,-14.0,1993,4.7,1911,-18.2,1890,13.1,2016
11-21,146,9.9,1996,-10.6,1919,7.7,1996,-12.5,"1921, 1993",5.4,2009,-15.8,1965,12.6,1975
11-22,146,8.7,1926,-9.9,1993,7.7,1926,-12.3,2001,6.3,1926,-15.5,1971,18.7,1962
11-23,146,7.6,1926,-10.6,1890,6.3,1926,-15.9,1890,5.4,1926,-17.4,1890,25.8,1934
11-24,146,8.4,1994,-16.2,1890,6.6,2009,-21.0,1890,5.8,"1982, 2009",-21.9,1890,20.8,2003
11-25,146,8.5,2006,-14.5,1890,7.7,2006,-18.6,1890,6.2,2006,-22.2,1890,11.8,1951
11-26,146,9.6,1986,-11.7,1902,8.0,2006,-15.7,1965,7.0,2006,-18.4,1965,13.3,1966
11-27,146,9.8,1986,-13.8,1902,7.9,1986,-15.0,1902,5.6,2006,-17.4,1902,12.2,1979
11-28,146,8.8,2011,-13.1,1885,6.2,1881,-16.3,1984,4.6,1986,-20.1,1984,28.0,1940
11-29,146,8.7,1986,-13.1,1992,7.3,1986,-15.4,1955,5.7,1986,-18.5,1955,18.4,1925
11-30,146,7.3,1999,-12.1,2002,5.9,1932,-15.1,1980,5.2,2006,-19.2,1882,19.9,2021
12-01,146,7.7,2006,-14.2,1904,5.9,2024,-18.5,1904,5.3,2024,-20.6,1904,14.4,2000
12-02,146,7.4,2006,-15.7,1925,6.3,2006,-19.1,1882,5.6,2006,-20.9,1882,12.7,1955
12-03,146,6.9,2006,-13.8,1902,6.0,2006,-18.6,1882,5.3,2006,-21.6,1925,16.0,1961
12-04,146,7.9,1953,-13.5,1902,5.9,2006,-18.3,1882,5.0,2006,-23.4,1882,12.6,1954
12-05,146,9.1,1953,-12.3,1955,6.3,2006,-14.4,1955,5.5,2006,-23.6,1902,11.4,1975
12-06,146,10.9,2006,-15.0,2021,9.0,2006,-18.0,2021,5.4,2006,-21.0,2021,17.9,2008
12-07,146,10.5,2006,-15.9,1973,8.6,2006,-18.4,1941,5.6,1972,-21.8,1915,15.7,1969
12-08,146,8.2,2006,-15.1,1973,6.6,2006,-18.8,1973,5.2,2006,-24.2,1973,15.2,2019
12-09,146,8.8,2006,-21.3,1973,8.2,2006,-23.3,1973,7.2,2006,-25.3,1973,10.1,1980
12-10,146,8.8,2006,-19.6,1921,8.2,2006,-21.1,1921,7.7,2006,-24.9,1973,15.1,2010
12-11,146,7.8,2006,-21.8,1955,6.4,2015,-24.6,1955,5.6,2000,-27.5,1955,15.4,1949
12-12,146,6.2,2000,-17.2,1955,5.5,2000,-22.7,1955,4.3,2000,-27.3,1955,15.7,2022
12-13,146,7.3,1999,-15.6,1941,6.1,1999,-18.8,1955,3.0,2000,-23.8,1955,16.4,1981
12-14,146,6.7,1999,-15.9,1955,5.0,2000,-21.9,1907,3.7,2000,-24.6,1907,12.1,1965
12-15,146,10.4,2006,-17.8,1997,6.9,2006,-20.9,1955,5.6,2006,-24.9,1955,11.7,"1966, 2024"
12-16,146,6.3,2006,-18.5,1955,5.7,2006,-21.2,1955,5.2,2006,-25.3,1955,14.4,1980
12-17,146,6.5,1956,-17.9,1955,4.4,1956,-23.1,1955,3.3,2025,-24.3,1955,7.4,1982
12-18,146,7.6,2019,-23.0,1955,4.3,2019,-24.3,1955,2.6,"2019, 2025",-26.1,1955,10.2,2019
12-19,146,6.9,1936,-20.3,1955,5.0,1936,-21.9,1955,2.8,"1932, 1998",-24.5,1955,9.4,1983
12-20,146,8.7,2015,-18.3,1955,5.4,2015,-23.6,1882,3.2,1932,-25.6,1882,15.8,1993
12-21,146,10.6,2015,-21.5,1919,8.6,2015,-24.4,1919,6.3,2015,-25.7,1919,15.4,1961
12-22,146,7.4,2015,-20.7,1907,6.3,2015,-23.9,1919,5.3,2015,-29.1,1919,17.1,1945
12-23,146,7.3,2015,-20.6,1915,5.6,2015,-25.4,1892,4.8,2015,-29.5,1892,8.6,2023
12-24,146,5.4,2015,-28.3,1892,4.4,2015,-31.2,1892,3.6,2019,-33.2,1892,18.2,2009
12-25,146,6.1,2015,-23.3,1945,4.7,2015,-26.0,1892,3.2,2013,-33.7,1892,13.8,1981
12-26,146,6.6,2011,-23.1,1907,4.3,2024,-25.1,1907,3.3,2024,-26.6,1907,28.0,2009
12-27,146,7.2,2011,-24.2,1907,4.2,2011,-25.7,1907,2.6,2013,-27.2,1907,11.6,1974
12-28,146,4.8,2013,-20.6,1978,4.5,2013,-22.2,1915,3.4,2013,-26.4,1907,8.1,1931
12-29,146,5.4,2013,-23.3,1915,4.6,2013,-27.3,1978,4.1,2013,-31.0,1978,7.6,1892
12-30,146,5.9,1994,-28.0,1978,4.4,1994,-31.3,1978,2.7,2013,-34.4,1978,10.1,2022
12-31,146,5.6,1994,-20.1,1978,3.8,2016,-25.5,1978,2.7,2022,-32.4,1978,13.9,1983
